id,Companyname,Companyid,page_views,offers,orders,company_reply_rate,product_completness,total_order_value_in_euro,monetize_amount,wootric_score,total_points,Groups on Final Points,KmeansClusterPredicted_2Clusters,KmeansClusterPredicted_3Clusters,KmeansClusterPredicted_4Clusters,KmeansClusterPredicted_5Clusters,KmeansClusterPredicted_6Clusters,KmeansClusterPredicted_7Clusters,KmeansClusterPredicted_8Clusters
616,Sparrowings International,12710,0.066853736,0,0,1,0.831276596,0,0,0,94.90651656,1,0,1,1,0,3,1,0
617,Almimet,12735,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
618,"CopperSMART, LLc",12772,0.002665731,0,0,0,0.86,0,0,0,43.13328657,1,1,0,2,2,1,4,2
619,ACC KIMYA SANAYI VE DIS TICARET LIMITED SIRKETI,12774,0.0042792,0.006833713,0.009090909,0,0.377350427,0,0,0,22.2664058,2,1,0,2,1,4,2,1
620,TC-Bromine,12780,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
621,J.M Enterprise,12794,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
622,Granulite,12806,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
623,Fortuna Kimya Mum. Tic. Ltd. Sti.,12831,0.008067345,0.011389522,0,0.457142857,0.608181818,0,0,0,55.94750533,1,0,1,1,0,0,6,7
624,DAKO AG,12873,0.117502631,0.029612756,0.009090909,1,0.701764706,0,0,0,98.7040999,1,0,1,1,0,3,1,0
625,Shree Sonal Mines,12874,0,0,0,0,0.785,0,0,0,39.25,2,1,0,2,2,1,4,2
626,GLOBAL EXPRO,12880,0.041388986,0.082004556,0.063636364,0.921348315,0.734736842,0.000432199,0,0,114.0451109,0,0,1,1,0,3,1,0
627,FARMA QUIMICA SUR S.L.,12897,0.001262715,0,0,0,0.86,0,0,0,43.06313574,1,1,0,2,2,1,4,2
628,Adler International,12904,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
629,Helioenergia Sp. z o.o.,12905,0.008768853,0.004555809,0,1,0.612,0,0,0,81.94960438,1,0,1,1,0,3,1,5
630,Sarex Overseas Div. of Saraf Chemicals Pvt. Ltd.,12936,0.011153981,0,0,1,0.444583333,0,0,0,72.78686572,1,0,1,1,0,3,1,5
631,pine chemicals,12938,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
632,YAPICHEM CHEMICAL COMPANY,12984,0.001473167,0,0,0,0.43,0,0,0,21.57365837,2,1,0,2,1,4,2,1
633,ALMİ MEDICAL CO LTD.,13014,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
634,Chem Factory SRL,13028,0.009470361,0,0,0,0.71,0,0,0,35.97351806,2,1,0,2,2,1,4,2
635,SUM Kimya San. ve Tic. A.S.,13034,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
636,PMC OUVRIE,13040,0.008207646,0.009111617,0.018181818,1,0.57,0,0,0,84.36906942,1,0,1,1,0,3,1,5
637,M/S FORACE POLYMERS PVT LTD,13063,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
638,PT. Arkananta Lestari Energina,13080,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
639,Sonic Biochem Extractions Pvt. Ltd.,13103,0.006243423,0,0,0,0.71,0,0,0,35.81217117,2,1,0,2,2,1,4,2
640,AdCo (UK) Limited,13107,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
641,"MODERN DYESTUFFS & PIGMENTS CO.,LTD",13139,0.0042792,0,0,0,0.478125,0,0,0,24.12021001,2,1,0,2,1,4,2,1
642,Marko KEA,13152,7.02E-05,0,0,0,0.14,0,0,0,7.003507541,2,1,2,0,3,2,0,3
643,Chimica del Lazio srl,13171,0.003717994,0.013667426,0,0.769230769,0.3,0,0,0,56.38092334,1,0,1,1,0,0,6,5
644,COIM SPA,13176,0.000140302,0,0,0,0.29,0,0,0,14.50701508,2,1,2,0,1,4,2,1
645,OQEMA Ukraine LLC,13178,0.032549982,0.009111617,0.009090909,0.4,0.390886076,0.000898557,0,0,44.90216387,1,1,0,2,1,0,6,7
646,KONSTANTINIDIS BROS,13187,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
647,SC COMES SA,13208,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
648,Agroha Marketing Pvt Ltd,13209,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
649,Nanorbital Advanced Materials LLP,13215,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
650,AG Gases and Equipment Ltd,13219,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
651,Kazanorgsintez,13260,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
652,Hürkimsa Kimya San.Tic.A.Ş.,13290,0.01360926,0.063781321,0.036363636,0.953488372,0.350869565,0,0,0,85.92735137,1,0,1,1,0,3,1,5
653,Kimpur,13298,0.000350754,0,0,0,0.422631579,0,0,0,21.14911665,2,1,0,2,1,4,2,1
654,AKPA KIMYA AMBALAJ SANAYI VE TICARET ANONIM SIRKETI_S,13303,0.04426517,0.004555809,0,0.8,0.445217391,0,0,0.9,245.3852898,0,0,1,3,4,5,5,4
655,XATICO GROUP Sàrl.,13325,0.051280253,0.050113895,0.118181818,1,0.523333333,0,0,0,112.389822,0,0,1,1,0,3,1,5
656,Transmare CHEMIE,13327,0.035566468,0.009111617,0,0.888888889,0.553958333,0,0,0,75.74300797,1,0,1,1,0,3,1,5
657,DERIVADOS DEL FLUOR SAU,13335,0.001473167,0,0,0.25,0.67,0,0,0,46.07365837,1,1,0,2,2,1,4,2
658,ALEFIRELTD,13343,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
659,Molkem Chemicals Pvt. Ltd,13360,0.057102771,0.077448747,0.018181818,0.746478873,0.366157989,0,0,0,77.61309474,1,0,1,1,0,0,6,5
660,RENTECH,13377,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
661,Weylchem Performance Products GmbH,13492,0.008628551,0,0,0,0.86,0,0,0,43.43142757,1,1,0,2,2,1,4,2
662,718H0408@student.tdtu.edu.vn,13550,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
663,Alexis Paul Delich Ltd,13601,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
664,MERYT Catalysts & Innovation,13626,0.004700105,0,0,1,0.271111111,0,0,0,63.79056082,1,0,1,1,0,3,1,5
665,Altem,13642,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
666,ALUCOM AG,13645,0.008628551,0.006833713,0,0.833333333,0.420666667,0,0,0,64.49817017,1,0,1,1,0,3,1,5
667,Wetraoil GmbH,13681,0.007856892,0,0,0.285714286,0.378571429,0,0,0,33.60713033,2,1,0,2,1,0,6,7
668,SUNSHINE EXPORTS,13689,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
669,PARTH INTERCHEM,13701,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
670,AGROLINE,13724,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
671,Kraus Chemie e.K.,13727,0.016906349,0.004555809,0,0.583333333,0.361,0,0,0,48.97314583,1,0,1,1,0,0,6,7
672,Roha Simpsons,13738,0.000280603,0,0,0,0.3012,0,0,0,15.07403016,2,1,2,0,1,4,2,1
673,Glc Química,13749,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,1,0,2,1,4,2,1
674,PROSILICONES64,13758,0,0,0,0,0.785,0,0,0,39.25,2,1,0,2,2,1,4,2
675,KEMCO,13774,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
676,SOLIMIX S.A,13797,0.006664328,0,0,0,0.64,0,0,0,32.33321642,2,1,0,2,2,1,4,2
677,AEPL,13824,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
678,AXCENTIVE SARL,13838,0.001613469,0,0,0,0.682,0,0,0,34.18067345,2,1,0,2,2,1,4,2
679,GRANUDAN RELEASE COATS,13867,0.003297089,0.006833713,0,0.8,0.772,0,0,0,80.13159703,1,0,1,1,0,3,1,0
680,Adhrit Vibhui Distributors,13880,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
681,Bimaks Chemicals,13957,0.003928446,0,0,0,0.402,0,0,0,20.29642231,2,1,0,2,1,4,2,1
682,GEH Wasserchemie GmbH & Co. KG,13980,0.002455279,0,0,0,0.86,0,0,0,43.12276394,1,1,0,2,2,1,4,2
683,Saha Metal San. Tic. Ltd. Şti.,13996,0.004209049,0.004555809,0,0,1,0,0,0,51.1216142,1,1,0,2,2,1,4,2
684,Blutizer Chemicals and Cosmetics Ltd,14012,0.000350754,0,0,0,0.57,0,0,0,28.51753771,2,1,0,2,1,4,2,1
685,Ajit Kumar sharma,14044,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
686,MM INDUSTRIES,14047,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
687,Arpadis Benelux NV,14052,0.04594879,0.002277904,0,0.340807175,0.550555556,0,0,0,47.32115688,1,1,0,2,1,0,6,7
688,Tradege,14106,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
689,2D KIMYA SANAYI,14123,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
690,Pharma Greven GmbH,14125,0.000420905,0,0,0,0.43,0,0,0,21.52104525,2,1,0,2,1,4,2,1
691,"Hubei New Desheng Materials Technology Co.,Ltd",14165,0,0,0,0,0.605,0,0,0,30.25,2,1,0,2,1,4,2,1
692,ABC Pte Ltd,14176,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
693,CVH Chemie-Vertrieb GmbH & Co. Hannover KG,14199,0.026025956,0.002277904,0,0.942708333,0.291494253,0,0,0,63.46700797,1,0,1,1,0,3,1,5
694,Sanodyna Vietnam Co. Ltd,14220,0.011715188,0.002277904,0,0,0.86,0,0,0,44.04134025,1,1,0,2,2,1,4,2
695,A2Z STONE INDONESIA,14221,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
696,RENICHEM SL,14257,0.045387583,0,0,1,0.94,0,0,0,99.26937917,1,0,1,1,0,3,1,0
697,Russian Vitriol Company LLC,14317,0.005401613,0.009111617,0,0.8,0.86,0,0,0,85.09240414,1,0,1,1,0,3,1,0
698,Medi-clean technologies,14335,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
699,Heibechems co LTD,14343,0,0,0,0,0.519090909,0,0,0,25.95454545,2,1,0,2,1,4,2,1
700,Agrifeed SRL,14350,0.000771659,0,0,0,0.57,0,0,0,28.53858295,2,1,0,2,1,4,2,1
701,GM,14394,0.002806033,0,0,0.769230769,0.57,0,0,0,67.10184011,1,0,1,1,0,3,1,5
702,Polyment GmbH,14410,0.005752368,0,0,0.857142857,0.287654321,0,0,0,57.52747729,1,0,1,1,0,3,1,5
703,JSC Kurana,14431,0.009610663,0,0,0.647058824,0.86,0,0,0,75.83347432,1,0,1,1,0,0,6,0
704,AlbeAlliance,14432,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
705,PCC Trade & Services GmbH,14463,0.079551035,0.01594533,0.009090909,0.983050847,0.705609756,0,0,0,93.41782979,1,0,1,1,0,3,1,0
706,SIMP - Importazione Materie Prime S.p.A.,14467,0.016906349,0.002277904,0,0.571428571,0.52,0,0,0,55.87232687,1,0,1,1,0,0,6,7
707,Pyrex Industries GmbH,14516,0.000210452,0,0,0,0.57,0,0,0,28.51052262,2,1,0,2,1,4,2,1
708,"""BONUSTRADE"", TRADE AND PRODUCTION ENTERPRISE, LLC",14541,0.050157839,0.009111617,0.009090909,1,0.85516129,0,0,1,298.9064618,0,0,1,3,4,5,5,4
709,ALSUCROSE CORPORATION,14583,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
710,Alifa Oil Sdn Bhd,14584,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
711,Hidrojen Peroksit Sanayi ve Ticaret A.S,14619,0.007786741,0.002277904,0,0.272727273,0.71,0,0,0,49.98128158,1,1,0,2,2,1,4,2
712,Adaero ltd,14642,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
713,-,14657,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
714,AISHWARYA MINECHEM,14693,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
715,Akper perlite mining,14710,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
716,Adn Materials ltd,14728,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
717,Aktina sp. z o.o.,14743,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
718,Alchemist Solutions,14776,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
719,HEMPLAB SP Z O O,14790,0.003156787,0.004555809,0,0,0.785,0,0,0,40.31900109,2,1,0,2,2,1,4,2
720,Arkem Chemicals,14793,0.059417748,0.077448747,0.018181818,0.956896552,0.897586207,0.000243549,0,0,114.8454933,0,0,1,1,0,3,1,0
721,Illumine Consultants (Chemicals | Performance Materials),14798,0.003647843,0.002277904,0,0,0.771666667,0,0,0,39.22130634,2,1,0,2,2,1,4,2
722,Alcotra Europe SA,14814,0.023149772,0.004555809,0,0.709677419,0.86,0,0,0,80.5525213,1,0,1,1,0,3,1,0
723,PT SCUDA,14870,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
724,Xymertec Limited,14903,0.001052262,0,0,1,0.57,0,0,0,78.55261312,1,0,1,1,0,3,1,5
725,TOYO INK EUROPE SPECIALTY CHEMICALS,14904,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
726,Almamet GmbH,14915,0.002876184,0,0,0,0.93,0,0,0,46.64380919,1,1,0,2,2,1,4,2
727,NEXUS Kimya,14943,0.006664328,0.006833713,0,1,0.86,0,0,0,94.69995901,1,0,1,1,0,3,1,0
728,AELOS GmbH,15010,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
729,Nigtas AS,15011,0.03402315,0.056947608,0.081818182,0.641025641,0.71,0.004977196,0,0,97.50331713,1,0,1,1,0,0,6,0
730,Alspirits,15014,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
731,Plastbud Sp. Zo.o,15024,0.001332866,0,0,0,0.295714286,0,0,0,14.85235757,2,1,2,0,1,4,2,1
732,CALDIC FRANCE,15035,0.007435987,0.004555809,0,0.857142857,0.81,0,0,0,84.64010396,1,0,1,1,0,3,1,0
733,Vichemic Industries,15047,0.046860751,0.004555809,0,0.205128205,0.412179487,0,0,0,34.11958388,2,1,0,2,1,4,2,1
734,Acril Nova,15094,0.043633813,0.070615034,0.054545455,1,0.385,0.015709695,0,0.9,278.0347579,0,0,1,3,4,5,5,4
735,KORUMA KLOR ALKALI SAN.VE TIC. A.S,15118,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
736,Pro Health Solutions,15126,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
737,Aimalkhail LTD,15188,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
738,ABCTL,15199,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
739,Transpek Industry Limited,15201,0.001122413,0,0,0,0.71,0,0,0,35.55612066,2,1,0,2,2,1,4,2
740,Adityapur Dies,15209,0.010943529,0.025056948,0,1,0.802,0,0,0,95.65856595,1,0,1,1,0,3,1,0
741,Trading House Energostroyinvest,15214,0.014661522,0.006833713,0,0.373134328,0.291918605,0,0,0,35.35246536,2,1,2,0,1,0,6,7
742,CFS Europe SpA,15244,0.004700105,0,0,0,0.8,0,0,0,40.23500526,2,1,0,2,2,1,4,2
743,LabKontor GmbH,15247,0.014942126,0.031890661,0,1,0.400434783,0,0,0,77.14697753,1,0,1,1,0,3,1,5
744,jowo chemie GmbH,15251,0.004770256,0.041002278,0.009090909,0.608695652,0.86,0,0,0,83.69193281,1,0,1,1,0,0,6,0
745,Livam GmbH,15287,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
746,Akvante,15300,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
747,Timmer Sealer Technology,15310,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
748,Garzanti Specialties,15337,0.027428972,0.027334852,0,1,0.537378641,0,0,0,83.70735104,1,0,1,1,0,3,1,5
749,Newport Industries Ltd,15339,0.010452473,0,0,1,0.608181818,0,0,0,80.93171455,1,0,1,1,0,3,1,5
750,Epirus Cosmetics,15377,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
751,ARTIBAL,15387,0.000280603,0,0,0,0.43,0,0,0,21.51403016,2,1,0,2,1,4,2,1
752,Egypt Global Silicates,15393,0.014591371,0.006833713,0,0,0.81,0,0,0,42.59631117,2,1,0,2,2,1,4,2
753,"LESOKHIMIK, OAO",15405,0.012697299,0.006833713,0,1,0.64,0,0,0,84.00160756,1,0,1,1,0,3,1,5
754,Aluminium Werk Berlin,15493,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
755,Vitaforest LLC,15508,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
756,Protech Enterprise UK,15543,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
757,VAIKASH EXIMS,15592,0,0,0,0,0.752857143,0,0,0,37.64285714,2,1,0,2,2,1,4,2
758,Zantye Agro Industries,15635,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
759,Swasti Exports,15637,0.225745353,0.241457859,0,0.935543278,0.370453686,0,0,0,124.8786876,0,0,1,1,0,3,1,5
760,Adobaser Mining Co,15666,0.002314977,0,0,0,0.57,0,0,0,28.61574886,2,1,0,2,1,4,2,1
761,CNI Kft,15674,0.002946335,0.013667426,0.009090909,0.954545455,0.43,0.038177912,0,0,77.74404766,1,0,1,1,0,3,1,5
762,PICTA NATURAL INGREDIENTS,15701,0.005191161,0,0,0,0.694444444,0,0,0,34.98178027,2,1,0,2,2,1,4,2
763,JENGO SPA,15715,0.000420905,0.002277904,0.009090909,0,0.93,6.88E-06,0,0,48.79549582,1,1,0,2,2,1,4,2
764,CHEMSOLL,15766,0.018169063,0.045558087,0,1,0.74,0,0,0,97.02007049,1,0,1,1,0,3,1,0
765,PROVENÇALE SA,15789,0.00343739,0,0,0,0.86,0,0,0,43.17186952,1,1,0,2,2,1,4,2
766,ADEKA Polymer Additives Europe,15859,0.005191161,0,0,0,0.41,0,0,0,20.75955805,2,1,0,2,1,4,2,1
767,KEYSER MACKAY FRANCE ET COMPAGNIE,15874,0.012486847,0.006833713,0.018181818,1,0.620909091,0,0,0,86.67290311,1,0,1,1,0,3,1,5
768,Libra Speciality Chemicals,15892,0.048965275,0.022779043,0.027272727,1,0.376041667,0.008989866,0,0,82.15968785,1,0,1,1,0,3,1,5
769,Sate Gıda ve Kimya San. ve Tic. Ltd. Şti,15909,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,1,0,2,1,4,2,1
770,Smart Invest Holdings Limited,15979,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
771,AGROS UA LTD,15999,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
772,Westerhuis Trading,16100,0.003577692,0,0,0,0.71,0,0,0,35.6788846,2,1,0,2,2,1,4,2
773,Ursa Sanayi Hammaddeleri Ltd. Şti.,16149,0.128937215,0.104783599,0.090909091,0.826446281,0.673333333,9.21E-05,0,0,120.5835901,0,0,1,1,0,3,1,0
774,Hangzhou Foreign Economic Relations and Trade Service Co Ltd,16197,0,0,0,0,0.738333333,0,0,0,36.91666667,2,1,0,2,2,1,4,2
775,AGRO HOLDING,16228,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
776,PentaCarbon GmbH,16288,0.003788145,0,0,0,0.64,0,0,0,32.18940723,2,1,0,2,2,1,4,2
777,A.B.EURO FINANCIAL CONSULTING s.r.o.,16291,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
778,AERIWA GmbH,16314,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
779,Chemark ApS,16372,0.007225535,0,0,0.333333333,0.349130435,0,0,0,34.48446515,2,1,2,0,1,0,6,7
780,JSC Kurgansemena,16402,0.0042792,0,0,0.2,0.71,0,0,0,45.71396001,1,1,0,2,2,1,4,2
781,Adsol,16451,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
782,Elan impex,16465,0.000420905,0,0,0,0.57,0,0,0,28.52104525,2,1,0,2,1,4,2,1
783,Jiaan Biotech,16467,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
784,adokim,16488,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
785,Elso Kimya,16510,0.004489653,0.043280182,0.090909091,1,0.340909091,0,0,0,94.10779181,1,0,1,1,0,3,1,5
786,RCMPA Polishing Technologies Private Limited,16538,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
787,CSR Plastic,16619,0.017818309,0,0,0,1,0,0,0,50.89091547,1,1,0,2,2,1,4,2
788,Viktor Flach,16620,0,0,0,0,0.476666667,0,0,0,23.83333333,2,1,0,2,1,4,2,1
789,chem 2004 cv,16671,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
790,ALLCHITAL SRL,16733,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
791,MB GROUP EXPERTISE SOLUTION SRL,16737,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
792,Ralin B.V.,16743,0.049105577,0,0,0.675,0.744230769,0,0,0,73.41681731,1,0,1,1,0,0,6,0
793,TEOS Industries,16780,0.025184146,0,0,0.555555556,0.671428571,0,0,0,62.60841364,1,0,1,1,0,0,6,7
794,GRUPO ANDINO DE INVERSIONES SAC,16792,0.000982112,0.004555809,0.009090909,0,0.5,4.60E-05,0,0,27.78305314,2,1,0,2,1,4,2,1
795,deleted_Samosata Manufacture,16813,0.001823921,0,0,1,0.71,0,0,0,85.59119607,1,0,1,1,0,3,1,0
796,"Wuhan Bosman Medicine Technology Co., Ltd.",16843,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
797,Clariant AG,16867,7.02E-05,0,0,0,0.71,0,0,0,35.50350754,2,1,0,2,2,1,4,2
798,Alder Chemicals,16908,0.000350754,0,0,0,0.14,0,0,0,7.017537706,2,1,2,0,3,2,0,3
799,Propokan Pro d.o.o.,17011,0.000911961,0,0,0,0.71,0,0,0,35.54559804,2,1,0,2,2,1,4,2
800,Zavod Kronakril LLC,17014,0.006243423,0.01594533,0.036363636,0.923076923,0.8,0.004944212,0,1,297.4222318,0,0,1,3,4,5,5,4
801,Chematek,17056,0.006243423,0.009111617,0.009090909,0.888888889,0.492777778,0.009243526,0,0,73.96036238,1,0,1,1,0,3,1,5
802,Alpha Specialities,17064,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
803,Addev Materials (Micel Sp Z.O.O.),17065,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
804,Camelina Company España,17075,0,0,0,0,0.953333333,0,0,0,47.66666667,1,1,0,2,2,1,4,2
805,Rozachim JSC,17076,0.02293932,0.034168565,0.009090909,0.794642857,0.458823529,0.008770601,0,1,273.3492402,0,0,1,3,4,5,5,4
806,Anstar Ltd,17081,0.010592774,0.029612756,0.063636364,0.878787879,0.503888889,0.007410758,0,0,89.05437687,1,0,1,1,0,3,1,5
807,Richard Steinebach Chemikalien GmbH & Co. KG,17104,0.019291477,0,0,0.444444444,0.453333333,0,0,0,45.85346272,1,1,0,1,1,0,6,7
808,"SPOLCHEMIE - Spolek pro chemickou a hutní výrobu, a.s.",17125,0.003086636,0.004555809,0,0.181818182,0.43,0,0,0,31.65640264,2,1,0,2,1,4,2,1
809,Oduvanchik,17133,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
810,YILDIZ YAPI KIMYASALLARI SAN. VE TIC. LTD. STI.,17138,0.000210452,0,0,0,0.71,0,0,0,35.51052262,2,1,0,2,2,1,4,2
811,NeoGraf Solutions,17169,0.002806033,0,0,0,0.71,0,0,0,35.64030165,2,1,0,2,2,1,4,2
812,Matachem,17174,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
813,"Zhejiang ZETian Fine Chemicals Co.,Ltd",17191,0.036759032,0,0,1,0.858164464,0,0,0,94.7461748,1,0,1,1,0,3,1,0
814,Goonvean Fibres Ltd,17205,0.004489653,0.002277904,0,0,0.43,0,0,0,22.1800635,2,1,0,2,1,4,2,1
815,Kchimica S.R.L,17211,0.015082427,0,0,0,1,0,0,0,50.75412136,1,1,0,2,2,1,4,2
816,Birch Chemicals Limited,17233,0.009470361,0,0,0.4,0.73,0,0,0,56.97351806,1,1,0,2,2,0,6,7
817,Severtek LLC,17247,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
818,ARILCO DIŞ TICARET LIMITED ŞIRKETI,17258,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
819,ARMINAKIL BENTONIT MADEN,17303,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
820,Brimstone Kimya Sanayi ve Ticaret A.S.,17315,0.006944932,0,0,0,0.71,0,0,0,35.84724658,2,1,0,2,2,1,4,2
821,Grafapol,17321,0.01024202,0.018223235,0,0.545454545,0.43,0,0,0,52.92947521,1,0,1,1,0,0,6,7
822,Izolatii Conducte S.R.L.,17328,0.001964223,0,0,0,0.71,0,0,0,35.59821115,2,1,0,2,2,1,4,2
823,Furnitur-BY LLC,17340,0.000280603,0,0,0,0.57,0,0,0,28.51403016,2,1,0,2,1,4,2,1
824,COLORIFICIO MIGLIAVACCA 1919 SRL,17387,0.002034374,0.01594533,0,1,0.567333333,0,0,0,81.65745142,1,0,1,1,0,3,1,5
825,Acalis Monaco,17389,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
826,Vistachem Europe GmbH,17397,0.011153981,0.020501139,0.009090909,1,0.289545455,0,0,0,70.95338139,1,0,1,1,0,3,1,5
827,Nostra Domum,17403,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
828,Kemipex FZE,17407,0.067414942,0.020501139,0.018181818,1,0.351895425,0,0,0.7,218.7021098,0,0,1,3,4,5,5,4
829,ABC,17437,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
830,Petroxim Chemicals (by KNP Endustriyel Urunleri Ltd Sti),17441,0.013960014,0,0,0.291666667,0.872727273,0,0,0,58.91769767,1,1,0,2,2,1,4,2
831,IngenUK Ltd,17451,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
832,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,17493,0.107891968,0.164009112,0.081818182,0.898550725,0.406754386,0.015376116,0,0,121.3629242,0,0,1,1,0,3,1,5
833,DMRSÜREN KİMYA LTD ŞTİ,17505,0.075692739,0.159453303,0.081818182,0.887096774,0.734,0.000130314,0,0,133.106804,0,0,1,1,0,3,1,0
834,Noviara Ltd,17531,0.000771659,0,0,0,0.5,0,0,0,25.03858295,2,1,0,2,1,4,2,1
