id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,KmeansClusterPredicted,cluster Kmeans 10000 runs,cluster (RM) 1000 runs,DBSCANClusterPredicted,AgloClusterPredicted,SpectralClusterPredicted
1893,PLASTA,13830,0.003347747,0.003872217,0.012658228,0,0.005163511,0,0,3.150819333,3,2,2,2,0,2,0
1894,RAP CONFECTIONARY srl,33393,0.007113963,0.011616651,0.006329114,0,0.018932874,0,0,3.148997174,3,2,2,2,0,2,0
1895,ELANTAS Europe GmbH,18289,0.003487237,0.011616651,0.006329114,0,0.022375215,0,0,3.139777904,3,2,2,2,0,2,0
1896,JOTUN BOYA SAN VE TİCARET ANONİM ŞİRKETİ,8011,0.004742642,0.033881897,0,0,0.024096386,0,0,3.136046243,3,2,2,2,0,2,0
1897,ACE Trade spol. s r.o.,22259,0.008648347,0.024201355,0.003164557,0,0.017211704,0,0,3.135981707,3,2,2,2,0,2,0
1898,Saar Gummi Czech s.r.o.,24834,0.004603152,0.002904163,0.009493671,0,0.017211704,0,0,3.13468513,3,2,2,2,0,2,0
1899,THEODORA G. DOIKA,35951,0.005021621,0.014520813,0.009493671,0,0.005163511,0,0,3.134031438,3,2,2,2,0,2,0
1900,Fluxys Belgium nv,22712,0.003766216,0.041626331,0,0,0.017211704,0,0,3.130212534,3,2,2,2,0,2,0
1901,Rolf kullgren AB,34013,0.0079509,0.042594385,0,0,0.012048193,0,0,3.129673888,3,2,2,2,0,2,0
1902,SCHLUMBERGER OILFIELD UK PLC,32153,0.007253452,0.014520813,0.006329114,0,0.015490534,0,0,3.129062739,3,2,2,2,0,2,0
1903,KABKOM KIMYA AS,33547,0.007671921,0.044530494,0,0,0.010327022,0,0,3.126471843,3,2,2,2,0,2,0
1904,Condor Coating GmbH,9425,0.004324174,0.01839303,0.009493671,0,0.00172117,0,0,3.120652874,3,2,2,2,0,2,0
1905,DCS Ltd,15863,0.004742642,0.014520813,0.009493671,0,0.005163511,0,0,3.120082491,3,2,2,2,0,2,0
1906,Impossible BV,2159,0.003905705,0.019361084,0.006329114,0,0.013769363,0,0,3.11763041,3,2,2,2,0,2,0
1907,"UAB ""SCT Lubricants""",27878,0.0026503,0.006776379,0.006329114,0,0.027538726,0,0,3.11409307,3,2,2,2,0,2,0
1908,Kluthe UK Limited,27999,0.00516111,0.004840271,0.003164557,0,0.039586919,0,0,3.112326417,3,2,2,2,0,2,0
1909,Arisa SIA,29964,0.004463663,0.007744434,0.009493671,0,0.012048193,0,0,3.11154865,3,2,2,2,0,2,0
1910,Daejin University,24910,0.0026503,0.013552759,0.006329114,0,0.020654045,0,0,3.108677965,3,2,2,2,0,2,0
1911,HEMOPORTUGAL S.A.,25619,0.003208258,0.010648596,0.009493671,0,0.010327022,0,0,3.107928001,3,2,2,2,0,2,0
1912,Polymer Reactor Technology GmbH,35133,0.003626726,0.006776379,0.009493671,0,0.013769363,0,0,3.107357619,3,2,2,2,0,2,0
1913,Özanadolu Kimya San ve Tic A.Ş.,23351,0.006834984,0.027105518,0.003164557,0,0.015490534,0,0,3.104463164,3,2,2,2,0,2,0
1914,Solid State Pharma Inc.,24804,0.007671921,0.003872217,0.003164557,0,0.037865749,0,0,3.103405709,3,2,2,2,0,2,0
1915,UAB VEIKA,26140,0.006416516,0.009680542,0.006329114,0,0.020654045,0,0,3.103377906,3,2,2,2,0,2,0
1916,TAC GRUP REKLAM URUNLERI SAN TIC LTD STI,10344,0.001394895,0.004840271,0.012658228,0,0.005163511,0,0,3.101579416,3,2,2,2,0,2,0
1917,List Technology AG,15565,0.007532431,0.016456922,0.009493671,0,0,0,0,3.098201822,3,2,2,2,0,2,0
1918,SHADOWS,24916,0.005579579,0.005808325,0.003164557,0,0.037865749,0,0,3.095594028,3,2,2,2,0,2,0
1919,Polivin Kimya San. ve Tic. Ltd. Sti.,28824,0.003347747,0.012584705,0.006329114,0,0.020654045,0,0,3.095147622,3,2,2,2,0,2,0
1920,"Lubrifuel, Lda",30498,0.009624773,0.03678606,0,0,0.015490534,0,0,3.095068346,3,2,2,2,0,2,0
1921,BOURGOIN COGNAC,35128,0.009764263,0.022265247,0.003164557,0,0.017211704,0,0,3.094972073,3,2,2,2,0,2,0
1922,Lumina Adhesives AB,18353,0.004603152,0.016456922,0.006329114,0,0.015490534,0,0,3.093353165,3,2,2,2,0,2,0
1923,İYİ TABAN TEKSTİL GIDA SAN. VE TİC. LTD. ŞTİ.,32005,0.014646394,0.008712488,0.003164557,0,0.025817556,0,0,3.091733294,3,2,2,2,0,2,0
1924,STOUGIANNIS TRADE SERVICE OE,32244,0.008508858,0.019361084,0.006329114,0,0.008605852,0,0,3.089612474,3,2,2,2,0,2,0
1925,MIKROPOR AS,18913,0.002789789,0.023233301,0.006329114,0,0.010327022,0,0,3.083328425,3,2,2,2,0,2,0
1926,ORM Bergold Chemie GmbH & Co. KG,21558,0.005021621,0.010648596,0.006329114,0,0.020654045,0,0,3.082035882,3,2,2,2,0,2,0
1927,Weeefiner Oy,22528,0.004882131,0.022265247,0,0,0.034423408,0,0,3.078539309,3,2,2,2,0,2,0
1928,Swiss Performance Chemicals Service  (SPC),32841,0.006277026,0.027105518,0.003164557,0,0.015490534,0,0,3.07656527,3,2,2,2,0,2,0
1929,Mathmos ltd,31987,0.005440089,0.007744434,0.009493671,0,0.010327022,0,0,3.074311444,3,2,2,2,0,2,0
1930,AddiFab,5943,0.008229879,0.037754114,0,0,0.015490534,0,0,3.073726322,3,2,2,2,0,2,0
1931,Mark Corporation,28243,0.009624773,0.032913843,0,0,0.018932874,0,0,3.073574543,3,2,2,2,0,2,0
1932,POLYMEREXPERT SA,34574,0.006974473,0.022265247,0.006329114,0,0.006884682,0,0,3.072042878,3,2,2,2,0,2,0
1933,IMCD Canada Limited,1604,0.019807505,0.001936108,0,0,0.039586919,0,0,3.066526603,3,2,2,2,0,2,0
1934,Magapor,24516,0.004184684,0.041626331,0,0,0.015490534,0,0,3.065077435,3,2,2,2,0,2,0
1935,Bostik,20290,0.006834984,0.000968054,0.009493671,0,0.015490534,0,0,3.063412764,3,2,2,2,0,2,0
1936,"Blossom Essence, Lda",34819,0.001813363,0.001936108,0.012658228,0,0.006884682,0,0,3.063353224,3,2,2,2,0,2,0
1937,"JSC ""PHARMPROEKT""",32151,0.008787837,0.022265247,0.003164557,0,0.017211704,0,0,3.046150759,3,2,2,2,0,2,0
1938,JPB Groep B.V.,19749,0.006137537,0.011616651,0.009493671,0,0.005163511,0,0,3.044619094,3,2,2,2,0,2,0
1939,Wilsons Investment Ltd,31267,0.005021621,0.012584705,0.009493671,0,0.005163511,0,0,3.037226017,3,2,2,2,0,2,0
1940,ENGLER Italia s.r.l.,22013,0.003905705,0.012584705,0.006329114,0,0.018932874,0,0,3.036986996,3,2,2,2,0,2,0
1941,AUTOTRASPORTI SA.PO,35429,0.006277026,0.019361084,0.003164557,0,0.022375215,0,0,3.033577665,3,2,2,2,0,2,0
1942,Sample Bratislava S.R.O.,713,0.011298647,0.012584705,0.003164557,0,0.024096386,0,0,3.031898254,3,2,2,2,0,2,0
1943,Weiss Chemie,181,0.006277026,0.013552759,0.006329114,0,0.015490534,0,0,3.031838715,3,2,2,2,0,2,0
1944,NOVORYT AG,25078,0.001952853,0.013552759,0.009493671,0,0.006884682,0,0,3.018248832,3,2,2,2,0,2,0
1945,SA Services and Trading International,15779,0.003208258,0.023233301,0.006329114,0,0.008605852,0,0,3.018193326,3,2,2,2,0,2,0
1946,Anna Kępka,19747,0.005021621,0.008712488,0.009493671,0,0.008605852,0,0,3.015732215,3,2,2,2,0,2,0
1947,Numeric Futures Limited,34876,0.005579579,0.024201355,0.006329114,0,0.005163511,0,0,3.013045045,3,2,2,2,0,2,0
1948,SOGEGA Srl,20975,0.005021621,0.021297193,0.006329114,0,0.008605852,0,0,3.012056059,3,2,2,2,0,2,0
1949,TEGU,13491,0.0026503,0.005808325,0.009493671,0,0.013769363,0,0,3.010133594,3,2,2,2,0,2,0
1950,Procurement Partner AG,32419,0.004882131,0.039690223,0,0,0.015490534,0,0,3.003144381,3,2,2,2,0,2,0
1951,Star Uretech Ltd,1558,0.007392942,0.013552759,0.006329114,0,0.013769363,0,0,3.001575983,3,2,2,2,0,2,0
1952,Ravago Chemicals Hellas SA,15969,0.005719068,0.020329138,0.006329114,0,0.008605852,0,0,2.998525716,3,2,2,2,0,2,0
1953,Luxsit Ltd,25116,0.006416516,0.027105518,0.003164557,0,0.013769363,0,0,2.997481224,3,2,2,2,0,2,0
1954,Metalfilms,30981,0.004603152,0.008712488,0.009493671,0,0.008605852,0,0,2.994808794,3,2,2,2,0,2,0
1955,"Fusoni Componentes, S.L",25371,0.006137537,0.020329138,0.003164557,0,0.020654045,0,0,2.988947382,3,2,2,2,0,2,0
1956,Afroglobal Trade LTD,17262,0.004324174,0.017424976,0.009493671,0,0,0,0,2.986191643,3,2,2,2,0,2,0
1957,ITRADE Srl,21004,0.005579579,0.045498548,0,0,0.008605852,0,0,2.984198932,3,2,2,2,0,2,0
1958,TC International GmbH,23507,0.001673874,0.009680542,0.009493671,0,0.010327022,0,0,2.982806083,3,2,2,2,0,2,0
1959,Simet s.r.l.,20961,0.003068768,0.004840271,0.009493671,0,0.013769363,0,0,2.982654304,3,2,2,2,0,2,0
1960,Fussy Ltd,34298,0.006695494,0.006776379,0.006329114,0,0.020654045,0,0,2.972118721,3,2,2,2,0,2,0
1961,Malcolm  Industries,25607,0.004324174,0.006776379,0.009493671,0,0.010327022,0,0,2.970112946,3,2,2,2,0,2,0
1962,Tintoria Di Quaregna SRL,23348,0.006416516,0.008712488,0.006329114,0,0.018932874,0,0,2.968916675,3,2,2,2,0,2,0
1963,BRIDGECHEM,1270,0.017715163,0.010648596,0,0,0.030981067,0,0,2.967241298,3,2,2,2,0,2,0
1964,"3M SAĞLIK ,KAUÇUK SAN.VE DIŞ TİC.A.Ş",18683,0.000697447,0.015488867,0.009493671,0,0.005163511,0,0,2.966225473,3,2,2,2,0,2,0
1965,Simon Química,11897,0.003905705,0.008712488,0.009493671,0,0.008605852,0,0,2.959936427,3,2,2,2,0,2,0
1966,Novozymes A/S,9221,0.006137537,0.042594385,0,0,0.010327022,0,0,2.952947214,3,2,2,2,0,2,0
1967,COLOR CENTER S.A.,30135,0.007532431,0.037754114,0,0,0.013769363,0,0,2.952795435,3,2,2,2,0,2,0
1968,RUBIN KIMYA,29679,0.005719068,0.009680542,0.003164557,0,0.030981067,0,0,2.951945265,3,2,2,2,0,2,0
1969,"Productos Químicos de Automocion, SL",33759,0.008927326,0.005808325,0.006329114,0,0.018932874,0,0,2.949249065,3,2,2,2,0,2,0
1970,MONACHEM ADDITIVES PVT. LTD.,17304,0.012275073,0.017424976,0,0,0.029259897,0,0,2.947997288,3,2,2,2,0,2,0
1971,VAPD trading ltd,32001,0.006416516,0.007744434,0,0,0.04475043,0,0,2.945568977,3,2,2,2,0,2,0
1972,ASDTC Muhendislik Ticaret Ltd.Sti.,33061,0.006974473,0.020329138,0.003164557,0,0.018932874,0,0,2.944735703,3,2,2,2,0,2,0
1973,INOLIKA LLC,21838,0.004742642,0.014520813,0,0,0.039586919,0,0,2.94251871,3,2,2,2,0,2,0
1974,KEMPER SYSTEM GmbH & Co. KG,24678,0.008787837,0.005808325,0.006329114,0,0.018932874,0,0,2.942274592,3,2,2,2,0,2,0
1975,CHMES Sp. z o. o.,16557,0.003487237,0.014520813,0.006329114,0,0.015490534,0,0,2.940751957,3,2,2,2,0,2,0
1976,Radiant Inks,21577,0.004742642,0.024201355,0.003164557,0,0.017211704,0,0,2.940696451,3,2,2,2,0,2,0
1977,Vironova Medical,34959,0.002092342,0.037754114,0,0,0.018932874,0,0,2.938966531,3,2,2,2,0,2,0
1978,PRZEDSIĘBIORSTWO WIELOBRANŻOWE EN-TECH,24735,0.006277026,0.038722168,0,0,0.013769363,0,0,2.938427885,3,2,2,2,0,2,0
1979,Kilwaughter Minerals,20421,0.000976426,0.001936108,0.012658228,0,0.005163511,0,0,2.935447864,3,2,2,2,0,2,0
1980,METAX NefteGazProm,24292,0.004882131,0.016456922,0.006329114,0,0.012048193,0,0,2.935185073,3,2,2,2,0,2,0
1981,TECNOWALL S.r.l.,30799,0.009206305,0.021297193,0.003164557,0,0.015490534,0,0,2.932612949,3,2,2,2,0,2,0
1982,Everyday Friday,21792,0.006834984,0.039690223,0,0,0.012048193,0,0,2.928669969,3,2,2,2,0,2,0
1983,Makro boya  ve  kimya san.  tic ltd. sti.,15086,0.00251081,0,0.012658228,0,0.005163511,0,0,2.915361651,3,2,2,2,0,2,0
1984,NG Logistics & Trading services,34523,0.004184684,0.045498548,0,0,0.008605852,0,0,2.914454198,3,2,2,2,0,2,0
1985,TUNAP GmbH,15018,0.005440089,0.033881897,0,0,0.018932874,0,0,2.912743051,3,2,2,2,0,2,0
1986,CROMATEC PLUS SRL,2522,0.006556005,0.012584705,0.006329114,0,0.013769363,0,0,2.911326431,3,2,2,2,0,2,0
1987,Alysophil,3718,0.004045195,0.011616651,0.006329114,0,0.017211704,0,0,2.909500239,3,2,2,2,0,2,0
1988,Allessa GmbH,28279,0.010182731,0.007744434,0.003164557,0,0.027538726,0,0,2.906205954,3,2,2,2,0,2,0
1989,Sobeltec nv,23342,0.00781141,0.013552759,0.003164557,0,0.024096386,0,0,2.905939129,3,2,2,2,0,2,0
1990,EKC.AG,33592,0.011438136,0.005808325,0.006329114,0,0.015490534,0,0,2.902672547,3,2,2,2,0,2,0
1991,Furcella OÜ,17846,0.006277026,0.01839303,0.003164557,0,0.020654045,0,0,2.899116435,3,2,2,2,0,2,0
1992,Always Pure Organics,27653,0.005858558,0.000968054,0.006329114,0,0.025817556,0,0,2.898031176,3,2,2,2,0,2,0
1993,Chemitek,11485,0.002371321,0.010648596,0.009493671,0,0.006884682,0,0,2.893964121,3,2,2,2,0,2,0
1994,SLPC,2225,0.004882131,0.030009681,0.003164557,0,0.010327022,0,0,2.893853108,3,2,2,2,0,2,0
1995,Chemical Centre Ltd.,35358,0.008229879,0.035818006,0,0,0.013769363,0,0,2.890862381,3,2,2,2,0,2,0
1996,MWO GmbH,30196,0.009624773,0.030977735,0,0,0.017211704,0,0,2.890710602,3,2,2,2,0,2,0
1997,ACTEGA DS GmbH,9595,0.003208258,0.029041626,0.006329114,0,0,0,0,2.87831699,3,2,2,2,0,2,0
1998,Chimiver spa,21034,0.003905705,0.035818006,0.003164557,0,0.005163511,0,0,2.877272498,3,2,2,2,0,2,0
1999,Erkaya Dis Ticaret A.S.,2126,0.009903752,0.019361084,0.003164557,0,0.015490534,0,0,2.870679895,3,2,2,2,0,2,0
2000,Essetiplast GD srl,5559,0.006277026,0.015488867,0.006329114,0,0.010327022,0,0,2.870468577,3,2,2,2,0,2,0
2001,BAYER Project Consulting Foreign Trade Co. Inc.,15668,0.00516111,0.025169409,0.006329114,0,0.00172117,0,0,2.868407296,3,2,2,2,0,2,0
2002,Base Materials,21658,0.0026503,0.002904163,0.009493671,0,0.013769363,0,0,2.864925462,3,2,2,2,0,2,0
2003,ACTIVATEC,6968,0.008090389,0.013552759,0.006329114,0,0.010327022,0,0,2.86433131,3,2,2,2,0,2,0
2004,IsolBau e.K.,30569,0.005021621,0.028073572,0,0,0.024096386,0,0,2.859578926,3,2,2,2,0,2,0
2005,Ford,33884,0.008508858,0.034849952,0,0,0.013769363,0,0,2.856408617,3,2,2,2,0,2,0
2006,PetekaAgrocultura ltd,34335,0.005440089,0.012584705,0.006329114,0,0.013769363,0,0,2.855530644,3,2,2,2,0,2,0
2007,Optima Kimyevi,17074,0.005440089,0.046466602,0,0,0.005163511,0,0,2.85351013,3,2,2,2,0,2,0
2008,PME d.o.o. Cerknica,30545,0.005440089,0.019361084,0.006329114,0,0.006884682,0,0,2.850115539,3,2,2,2,0,2,0
2009,Udem Pharma,21194,0.002929279,0.01839303,0.006329114,0,0.010327022,0,0,2.848289346,3,2,2,2,0,2,0
2010,"AFFORD INDUSTRIAL, S.L.",28684,0.003905705,0.014520813,0.003164557,0,0.025817556,0,0,2.845115104,3,2,2,2,0,2,0
2011,JoFert (ELIXER),33919,0.006974473,0.025169409,0.003164557,0,0.012048193,0,0,2.842515177,3,2,2,2,0,2,0
2012,"EUPINCA, S.A.",23556,0.001394895,0.001936108,0.009493671,0,0.015490534,0,0,2.839811011,3,2,2,2,0,2,0
2013,Venus srls,21185,0.005858558,0.013552759,0.006329114,0,0.012048193,0,0,2.838798255,3,2,2,2,0,2,0
2014,Raazams Corporation,31127,0.004742642,0.013552759,0.003164557,0,0.025817556,0,0,2.838559234,3,2,2,2,0,2,0
2015,Chili Produkt Fűszerkereskedelmi Kft.,33566,0.004882131,0.014520813,0.006329114,0,0.012048193,0,0,2.838379652,3,2,2,2,0,2,0
2016,GLOBAL CLEAN DISTRIBUTION SRL,32421,0.010322221,0.009680542,0.003164557,0,0.024096386,0,0,2.837868809,3,2,2,2,0,2,0
2017,Johnson controls,22139,0.003626726,0.023233301,0.003164557,0,0.017211704,0,0,2.836497953,3,2,2,2,0,2,0
2018,ROTULOS ARGONEON S.L.,33424,0.009903752,0.020329138,0.003164557,0,0.013769363,0,0,2.833024086,3,2,2,2,0,2,0
2019,Crafted Spirits,6287,0.003068768,0.002904163,0.012658228,0,0,0,0,2.830292117,3,2,2,2,0,2,0
2020,SERTA TEKSTİL ÜRÜNLERİ SAN. VE PAZ. LTD. ŞTİ.,14709,0.003766216,0.009680542,0.009493671,0,0.005163511,0,0,2.829247625,3,2,2,2,0,2,0
2021,SC ANTIBIOTICE SA,17344,0.004324174,0.030977735,0.003164557,0,0.008605852,0,0,2.828299405,3,2,2,2,0,2,0
2022,AVA Biochem AG,12654,0.003487237,0.030009681,0.003164557,0,0.010327022,0,0,2.824108374,3,2,2,2,0,2,0
2023,Schweinezucht Lutten GmbH&CO KG,18225,0.000976426,0.004840271,0.012658228,0,0,0,0,2.822480436,3,2,2,2,0,2,0
2024,EM Agriton BV,13982,0.002092342,0.007744434,0.009493671,0,0.008605852,0,0,2.820865562,3,2,2,2,0,2,0
2025,Neochimie,21275,0.00516111,0.027105518,0,0,0.024096386,0,0,2.818150689,3,2,2,2,0,2,0
2026,Beckers Group,140,0.002789789,0.008712488,0.009493671,0,0.006884682,0,0,2.81808212,3,2,2,2,0,2,0
2027,CANPLAST LTD STI,32861,0.008787837,0.000968054,0.009493671,0,0.008605852,0,0,2.816821313,3,2,2,2,0,2,0
2028,LAB SOLUTIONS,16901,0.005719068,0.03678606,0,0,0.013769363,0,0,2.81372457,3,2,2,2,0,2,0
2029,Kasimir&Lieselotte GmbH,33839,0.007253452,0.011616651,0.006329114,0,0.012048193,0,0,2.811737568,3,2,2,2,0,2,0
2030,CPL Aromas Ltd.,19581,0.00251081,0.014520813,0.006329114,0,0.013769363,0,0,2.805872123,3,2,2,2,0,2,0
2031,Vita Polymers Poland Sp. z o.o.,31272,0.0053006,0.023233301,0,0,0.027538726,0,0,2.80363136,3,2,2,2,0,2,0
2032,Inhibitor Sisak d.o.o.,8040,0.003068768,0.014520813,0.003164557,0,0.025817556,0,0,2.803268263,3,2,2,2,0,2,0
2033,ALQUERA CIENCIA SL,24257,0.006277026,0.010648596,0.006329114,0,0.013769363,0,0,2.800572063,3,2,2,2,0,2,0
2034,Viccor Industry,5387,0.002789789,0.010648596,0.006329114,0,0.017211704,0,0,2.798327267,3,2,2,2,0,2,0
2035,Spot Height Limited,199,0.003208258,0.014520813,0.009493671,0,0,0,0,2.785187724,3,2,2,2,0,2,0
2036,QuakerHoughton,25251,0.005579579,0.011616651,0.003164557,0,0.025817556,0,0,2.783600653,3,2,2,2,0,2,0
2037,Sarl tannerie ain fakroun,2265,0.002789789,0.009680542,0.009493671,0,0.005163511,0,0,2.780426311,3,2,2,2,0,2,0
2038,Benvic srl,33017,0.003347747,0.009680542,0.006329114,0,0.017211704,0,0,2.777822451,3,2,2,2,0,2,0
2039,CJP Chemicals,32922,0.007392942,0.003872217,0.006329114,0,0.018932874,0,0,2.775724436,3,2,2,2,0,2,0
2040,Baltazar Kompozyty Sp z o.o.,16667,0.003766216,0,0.009493671,0,0.013769363,0,0,2.775513118,3,2,2,2,0,2,0
2041,Direct Food Ingredients,20270,0.002371321,0.029041626,0,0,0.024096386,0,0,2.775466642,3,2,2,2,0,2,0
2042,Alpha Overseas Ltd,9841,0.004045195,0.004840271,0.009493671,0,0.008605852,0,0,2.773300058,3,2,2,2,0,2,0
2043,Kallas incorporation SA,21036,0.004324174,0.015488867,0.006329114,0,0.010327022,0,0,2.772825949,3,2,2,2,0,2,0
2044,Jost Chemical Poland Sp. z o.o.,30684,0.006277026,0.031945789,0,0,0.017211704,0,0,2.77172595,3,2,2,2,0,2,0
2045,ATELIER ALCHIMISTIC SRL,31833,0.006277026,0.026137464,0.003164557,0,0.010327022,0,0,2.769987,3,2,2,2,0,2,0
2046,Norskeskog Golbey,24368,0.0026503,0.040658277,0,0,0.012048193,0,0,2.767838477,3,2,2,2,0,2,0
2047,GO HAIR SRL,5670,0.003487237,0.021297193,0.006329114,0,0.005163511,0,0,2.763219812,3,2,2,2,0,2,0
2048,Spray color GesmbH & Co. Autria KG,20707,0.004882131,0.000968054,0.006329114,0,0.024096386,0,0,2.763151342,3,2,2,2,0,2,0
2049,OCENE,1798,0.006974473,0.030977735,0,0,0.017211704,0,0,2.758195607,3,2,2,2,0,2,0
2050,MB Peliunas,23098,0.004603152,0.03678606,0,0,0.013769363,0,0,2.757928782,3,2,2,2,0,2,0
2051,SYLAC SA,10744,0.003068768,0.010648596,0.009493671,0,0.003442341,0,0,2.756719448,3,2,2,2,0,2,0
2052,Techno Control Corporation,32408,0.008927326,0.008712488,0.006329114,0,0.012048193,0,0,2.750223118,3,2,2,2,0,2,0
2053,CAI Olari,33133,0.0079509,0.009680542,0.006329114,0,0.012048193,0,0,2.749804514,3,2,2,2,0,2,0
2054,Greenline,28815,0.006834984,0.025169409,0.003164557,0,0.010327022,0,0,2.749482183,3,2,2,2,0,2,0
2055,PLASTIKA KRITIS S.A.,15679,0.005579579,0.01839303,0,0,0.030981067,0,0,2.747683794,3,2,2,2,0,2,0
2056,Gefac agricoltura srl,27920,0.00251081,0.005808325,0.009493671,0,0.008605852,0,0,2.744983561,3,2,2,2,0,2,0
2057,Reabrook Ltd,29409,0.005021621,0.003872217,0.006329114,0,0.020654045,0,0,2.743216908,3,2,2,2,0,2,0
2058,Cetelon Nanotechnik GmbH,9452,0.003905705,0.007744434,0.009493671,0,0.005163511,0,0,2.739416677,3,2,2,2,0,2,0
2059,UNICO  POLSKA SP. Z O.O. SP. K,20480,0.002789789,0.041626331,0,0,0.010327022,0,0,2.737157141,3,2,2,2,0,2,0
2060,Welhem,29155,0.008369368,0.037754114,0,0,0.008605852,0,0,2.736466716,3,2,2,2,0,2,0
2061,TIQ SENEGAL,33293,0.005579579,0.026137464,0.003164557,0,0.010327022,0,0,2.735114633,3,2,2,2,0,2,0
2062,Safic-Alcan,947,0.006556005,0.022265247,0,0,0.025817556,0,0,2.731940391,3,2,2,2,0,2,0
2063,BERDANSAN BOYA KİMYA SAN TİC.TLD.ŞTİ,21467,0.000557958,0,0.012658228,0,0.003442341,0,0,2.731660503,3,2,2,2,0,2,0
2064,UTB BV,18464,0.00516111,0.006776379,0.006329114,0,0.017211704,0,0,2.723282473,3,2,2,2,0,2,0
2065,BikiniBody BV,34105,0.006137537,0.01839303,0.003164557,0,0.017211704,0,0,2.720024922,3,2,2,2,0,2,0
2066,OSOON Home Ltd,34493,0.0053006,0.020329138,0.006329114,0,0.003442341,0,0,2.719426736,3,2,2,2,0,2,0
2067,QNA Technology,34437,0.007113963,0.030009681,0,0,0.017211704,0,0,2.71676737,3,2,2,2,0,2,0
2068,Alsa Lab Srl,34037,0.011577626,0.014520813,0.003164557,0,0.015490534,0,0,2.712360023,3,2,2,2,0,2,0
2069,HC Innovations Ltd,34038,0.004184684,0.005808325,0.006329114,0,0.018932874,0,0,2.712116969,3,2,2,2,0,2,0
2070,ChemLab Ltd.,4284,0.003905705,0.020329138,0.003164557,0,0.017211704,0,0,2.705238768,3,2,2,2,0,2,0
2071,BINNOVA MICROFILTRATION GMBH,32113,0.0079509,0.035818006,0,0,0.010327022,0,0,2.704796395,3,2,2,2,0,2,0
2072,MIO KIMYA DIS TIC LTD STI,15704,0.008508858,0.017424976,0.003164557,0,0.015490534,0,0,2.70412974,3,2,2,2,0,2,0
2073,TotalEnergies,25161,0.006556005,0.003872217,0.003164557,0,0.030981067,0,0,2.703375842,3,2,2,2,0,2,0
2074,"INDUSTRIAS QUIMICAS DINTEL, S.L.",31846,0.010740689,0.004840271,0.003164557,0,0.025817556,0,0,2.702837196,3,2,2,2,0,2,0
2075,"KhaiEL Korea Co.,Ltd",1392,0.017157205,0.014520813,0,0,0.022375215,0,0,2.702661647,3,2,2,2,0,2,0
2076,Tarmesh Group Kimyasal Ticaret Ltd. Sti.,29669,0.003347747,0.01839303,0.006329114,0,0.006884682,0,0,2.697095727,3,2,2,2,0,2,0
2077,ASIA PIPEPLAST LLC,24833,0.003347747,0.01839303,0.006329114,0,0.006884682,0,0,2.697095727,3,2,2,2,0,2,0
2078,CHYMIX srl,31706,0.006834984,0.009680542,0.006329114,0,0.012048193,0,0,2.694008727,3,2,2,2,0,2,0
2079,Konig UK,32206,0.007392942,0.025169409,0.003164557,0,0.008605852,0,0,2.691321557,3,2,2,2,0,2,0
2080,ML STEVIAHELLAS IKE,34809,0.004603152,0.013552759,0.006329114,0,0.010327022,0,0,2.689969474,3,2,2,2,0,2,0
2081,DFE Pharma GmbH,34970,0.003766216,0.024201355,0,0,0.025817556,0,0,2.689256343,3,2,2,2,0,2,0
2082,M&Y Specialties,31819,0.008508858,0.006776379,0.003164557,0,0.025817556,0,0,2.688051042,3,2,2,2,0,2,0
2083,Tack-Service GmbH,21525,0.002789789,0.013552759,0.006329114,0,0.012048193,0,0,2.68535984,3,2,2,2,0,2,0
2084,SK FOAM SOLUTIONS,19501,0.003208258,0.025169409,0.006329114,0,0,0,0,2.684706148,3,2,2,2,0,2,0
2085,Bilyari EOOD,35945,0.004742642,0.030009681,0,0,0.018932874,0,0,2.684259841,3,2,2,2,0,2,0
2086,Mushlabs GmbH,33960,0.004045195,0.001936108,0.006329114,0,0.022375215,0,0,2.683648693,3,2,2,2,0,2,0
2087,Akap Plastik Ambalaj,25222,0.004045195,0.017424976,0.006329114,0,0.006884682,0,0,2.683565383,3,2,2,2,0,2,0
2088,Labservice AB,29424,0.005998047,0.033881897,0,0,0.013769363,0,0,2.682465385,3,2,2,2,0,2,0
2089,Cambridge Reagents ltd,34782,0.001255405,0,0.012658228,0,0.00172117,0,0,2.68047435,3,2,2,2,0,2,0
2090,Material Evolution,23467,0.004742642,0.022265247,0.003164557,0,0.013769363,0,0,2.67177399,3,2,2,2,0,2,0
2091,Weidmann whiteley ltd,20385,0.002789789,0.012584705,0.009493671,0,0,0,0,2.667458883,3,2,2,2,0,2,0
2092,Caswell & Company Ltd,2705,0.000976426,0,0.012658228,0,0.00172117,0,0,2.666525403,3,2,2,2,0,2,0
2093,Caparol Ukraine,15233,0.003626726,0.004840271,0.009493671,0,0.006884682,0,0,2.666318118,3,2,2,2,0,2,0
2094,Vir Com Em SRL,30023,0.003766216,0.042594385,0,0,0.006884682,0,0,2.662264126,3,2,2,2,0,2,0
2095,HOMA LLC,20664,0.004603152,0.034849952,0,0,0.013769363,0,0,2.661123361,3,2,2,2,0,2,0
2096,PW. Rekord Józef Szwajkowski,18076,0.00516111,0.016456922,0.003164557,0,0.018932874,0,0,2.660456706,3,2,2,2,0,2,0
