Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,ClusterPredicted K-means
Ferro Duo Gmbh,32599,0.013948947,0.014520813,0.006329114,0,0.04130809,0,0,4.754715261,3,0
Reincke Naturfarben,3674,0.009345794,0.011616651,0.009493671,0,0.036144578,0,0,4.754085339,3,0
Maston Oy,12820,0.008369368,0.067763795,0,0,0.018932874,0,0,4.753301862,3,0
WOCA Denmark,28785,0.002371321,0.000968054,0.003164557,0.016393443,0.005163511,0.004134718,0,4.750216053,3,0
Dorf Ketal B.V.,24545,0.006974473,0.012584705,0.015822785,0,0.012048193,0,0,4.744925509,3,0
OLEA Innovation,31349,0.008090389,0.008712488,0.003164557,0,0.065404475,0,0,4.743278998,3,0
Eskaro Oy,24846,0.008229879,0.040658277,0.006329114,0,0.020654045,0,0,4.742932798,3,0
Dansk Biobrændsel Aps,24490,0.007253452,0.052274927,0.003164557,0,0.022375215,0,0,4.728091138,3,0
Eltim Engineering,25924,0.012833031,0.01839303,0.006329114,0,0.037865749,0,0,4.720413276,3,0
Krahn Ceramics GmbH,28911,0.00781141,0.035818006,0.003164557,0,0.037865749,0,0,4.70766963,3,0
Bin Zayed Petroleum for Investment Ltd.,13753,0.007113963,0.035818006,0.006329114,0,0.025817556,0,0,4.703299017,3,0
ARCTIC,17501,0.007113963,0.030977735,0.012658228,0,0.005163511,0,0,4.694406011,3,0
TOZ PENKALA INTERNATIONAL d.o.o.,30537,0.006416516,0.060987415,0.003164557,0,0.013769363,0,0,4.691576093,3,0
Carlantics FZC,32167,0.014785884,0.026137464,0.006329114,0,0.027538726,0,0,4.68892647,3,0
Kora a.s.,1803,0.027060957,0.011616651,0,0,0.055077453,0,0,4.687753005,3,0
WARR Raketentechnik,32008,0.010880179,0.005808325,0.006329114,0,0.051635112,0,0,4.682003569,3,0
Krypton chemical,19782,0.001813363,0.010648596,0.018987342,0,0.005163511,0,0,4.678741884,3,0
finalDRAFT GmbH,25322,0.0053006,0.026137464,0.009493671,0,0.024096386,0,0,4.675456629,3,0
Ninlil Chic,33137,0.005021621,0.009680542,0.015822785,0,0.015490534,0,0,4.674191789,3,0
Europrotein,7814,0.020225973,0.007744434,0.009493671,0,0.027538726,0,0,4.674190825,3,0
Nordmann Rassmann Romania,21117,0.006556005,0.021297193,0.009493671,0,0.027538726,0,0,4.668330377,3,0
Ventraco Chemie BV,1341,0.029013809,0.021297193,0,0,0.04302926,0,0,4.6670131,3,0
Perfectos Printing Inks Co Ltd,31384,0.009206305,0.020329138,0.009493671,0,0.025817556,0,0,4.666384142,3,0
Chemist Kimya San. ve Tic. Ltd.Sti.,34754,0.005998047,0.012584705,0.012658228,0,0.024096386,0,0,4.665602441,3,0
Delta Engineering Services srl,22312,0.004603152,0.035818006,0.006329114,0,0.027538726,0,0,4.663817015,3,0
SOCAR TURKEY PETROL ENERJİ DAĞITIM SAN.VE TİC. A.Ş,25074,0.015343842,0.019361084,0,0,0.058519793,0,0,4.661235961,3,0
Huber GmbH,27171,0.005719068,0.048402711,0.006329114,0,0.013769363,0,0,4.660379881,3,0
Sempre Farby sp z oo,15942,0.001115916,0,0.022151899,0,0.003442341,0,0,4.658292574,3,0
Archoil,25976,0.005719068,0.028073572,0.012658228,0,0.008605852,0,0,4.651570185,3,0
W+S GmbH Lackchemie und Aerosol-Technik,18627,0.003905705,0.087124879,0,0,0.00172117,0,0,4.637587725,3,0
Navarosi,23366,0.012693542,0.017424976,0.003164557,0,0.049913941,0,0,4.634534338,3,0
Roditor & Philadelphia Srl,30164,0.009066815,0.013552759,0.006329114,0,0.04475043,0,0,4.63432302,3,0
Fifty-One Trading,33613,0.016180778,0.021297193,0.009493671,0,0.017211704,0,0,4.633217925,3,0
Omnicon A/S,2576,0.025387083,0.015488867,0,0,0.051635112,0,0,4.625553126,3,0
Kristal 1923 Veles,23301,0.010322221,0.030977735,0.006329114,0,0.025817556,0,0,4.621698353,3,0
Oxiquimica Agrociência Ltda,34792,0.028455852,0.020329138,0.003164557,0,0.030981067,0,0,4.621214249,3,0
SEMIN SAS,23061,0.002092342,0,0.003164557,0.016393443,0.012048193,0,0,4.618626657,3,0
SUPER KIM KIMYA VE TEKSTIL SANAYI TICARET LIMITED SIRKETI,13721,0.004324174,0,0.018987342,0,0.012048193,0,0,4.616086669,3,0
QUALY NATURE,33173,0.012135584,0.010648596,0.003164557,0,0.056798623,0,0,4.61205155,3,0
Ergül Enerji,35005,0.008787837,0.030977735,0.003164557,0,0.039586919,0,0,4.600535911,3,0
Dabul D Grup LTD,21093,0.006556005,0.056147144,0,0,0.029259897,0,0,4.5981523,3,0
MY-CHEM GmbH,27897,0.01841261,0.01839303,0,0,0.055077453,0,0,4.594154626,3,0
Kommi srlu,18550,0.007532431,0.06195547,0,0,0.022375215,0,0,4.593155798,3,0
ENA FARMA SAĞLIK ÜRÜNLERİ AŞ,20127,0.011019668,0.029041626,0.009493671,0,0.013769363,0,0,4.590267053,3,0
Silab,27592,0.006137537,0.008712488,0.006329114,0,0.051635112,0,0,4.590079604,3,0
Three Bond Europe,13400,0.002371321,0.009680542,0.018987342,0,0.003442341,0,0,4.572178548,3,0
ELVIART KALOIDAS S.A.,32610,0.021481378,0.020329138,0.006329114,0,0.024096386,0,0,4.561167891,3,0
Menexopoulos Bros  S.A.,31903,0.009345794,0.023233301,0.009493671,0,0.020654045,0,0,4.560391188,3,0
Civgin Painting and Chemicals,6887,0.002929279,0.014520813,0.015822785,0,0.010327022,0,0,4.553412681,3,0
Vettó Kft,29520,0.026642488,0.043562439,0,0,0.020654045,0,0,4.542948637,3,0
Pages Italia,23008,0.005579579,0.001936108,0.012658228,0,0.032702238,0,0,4.542541804,3,0
"AB ""Achema""",16519,0.017994141,0.037754114,0.003164557,0,0.022375215,0,0,4.539084933,3,0
nanoten d.o.o. (mateja žurej),18569,0.007113963,0.020329138,0.015822785,0,0,0,0,4.536712028,3,0
KEMET RV OÜ,21199,0.008508858,0.012584705,0.012658228,0,0.018932874,0,0,4.532967404,3,0
CRN BOYA KIMYA SAN TIC LTD STI,24697,0.007532431,0.013552759,0.012658228,0,0.018932874,0,0,4.5325488,3,0
Surespa Ltd,25312,0.007532431,0.022265247,0.003164557,0,0.048192771,0,0,4.532433854,3,0
Balder Ltd,21755,0.005021621,0.058083253,0,0,0.027538726,0,0,4.532179993,3,0
Stabilit Europa slu,7429,0.008229879,0.014520813,0.012658228,0,0.017211704,0,0,4.529765358,3,0
Savannah Lithium,20796,0.008229879,0.058083253,0,0,0.024096386,0,0,4.520475842,3,0
CBCN Ltd,31391,0.013809457,0.014520813,0.009493671,0,0.024096386,0,0,4.520066982,3,0
Sopes Srl,33608,0.008090389,0.045498548,0.003164557,0,0.024096386,0,0,4.517177524,3,0
APPA Polska Adrianna Żukowska,32658,0.011019668,0.022265247,0,0,0.056798623,0,0,4.504176897,3,0
Empathy Aviation LTD,19304,0.006137537,0.003872217,0.003164557,0.016393443,0.00172117,4.67E-05,0,4.502811284,3,0
TENKA BEST,24470,0.005579579,0.015488867,0.009493671,0,0.030981067,0,0,4.501209839,3,0
Chemical Solutions Ingenieurbüro,22864,0.007113963,0.030009681,0.006329114,0,0.027538726,0,0,4.498941273,3,0
SNB Thailand,32986,0.009066815,0.017424976,0.006329114,0,0.037865749,0,0,4.483699783,3,0
Sas Commedelapierre (HEVESSY),30966,0.016459757,0.032913843,0.003164557,0,0.027538726,0,0,4.478527732,3,0
MinAscent Leuna Production GmbH,33890,0.012275073,0.017424976,0.006329114,0,0.034423408,0,0,4.471995632,3,0
Kutis Skincare,33082,0.011019668,0.023233301,0.009493671,0,0.017211704,0,0,4.471967829,3,0
Resin Building Products LTD,16963,0.003905705,0.019361084,0.012658228,0,0.015490534,0,0,4.469511715,3,0
BOYKİMDERİ KİMYA.,27520,0.014088436,0.01839303,0.009493671,0,0.018932874,0,0,4.469451212,3,0
Belcat Bt.,31519,0.016320268,0.024201355,0.003164557,0,0.036144578,0,0,4.466221463,3,0
Huvepharma Italia,20019,0.006974473,0.066795741,0,0,0.015490534,0,0,4.463037378,3,0
Oxford PV,28142,0.005579579,0.054211036,0,0,0.029259897,0,0,4.452525564,3,0
IZEL KIMYA SANAYI VE TICARET ANONIM SIRKETI,12531,0.007671921,0.010648596,0.009493671,0,0.032702238,0,0,4.449871908,3,0
SOCOMORE,2049,0.007392942,0.015488867,0.003164557,0,0.053356282,0,0,4.444815966,3,0
"Pegamentos Oro, S.L.U.",17764,0.008229879,0.048402711,0.006329114,0,0.006884682,0,0,4.441686324,3,0
Tealith ltd,32319,0.006556005,0.021297193,0.012658228,0,0.010327022,0,0,4.440656572,3,0
AXK-AGRO,23335,0.007113963,0.025169409,0.006329114,0,0.030981067,0,0,4.42904476,3,0
GMS GmbH,3625,0.005021621,0.017424976,0.012658228,0,0.015490534,0,0,4.428502081,3,0
Sigurd Asvaldsson co,27545,0.004882131,0.004840271,0.015822785,0,0.015490534,0,0,4.425203763,3,0
IBERQUIM PRODUCTS S.L.U,18274,0.020365462,0.031945789,0,0,0.036144578,0,0,4.422791484,3,0
Manufacturas Ceylan S.L,23499,0.006556005,0.035818006,0.006329114,0,0.020654045,0,0,4.417225564,3,0
CleanTech Company Sp. z o.o.,35500,0.008927326,0.01839303,0.012658228,0,0.010327022,0,0,4.414014488,3,0
Spectra spol. s r. o.,34032,0.012693542,0.011616651,0.009493671,0,0.025817556,0,0,4.405121583,3,0
Key Organics Ltd,26114,0.007532431,0.021297193,0.012658228,0,0.008605852,0,0,4.403419366,3,0
Medichem Nano Teknoloji San. ve Tic. A.Ş.,17145,0.005579579,0.023233301,0.012658228,0,0.008605852,0,0,4.402582159,3,0
Solcan,33591,0.006556005,0.019361084,0.009493671,0,0.024096386,0,0,4.399407916,3,0
CHEMADD COMPANY FOR CHEMICALS LTD.,6372,0.031245641,0.053242982,0,0,0.003442341,0,0,4.396548168,3,0
Electroarges SA,29327,0.0132515,0.052274927,0,0,0.022375215,0,0,4.395082103,3,0
Potens Yapı ve Kimya San. Tic. Ltd. Şti,31498,0.011298647,0.030009681,0,0,0.046471601,0,0,4.388996409,3,0
LANXESS Deutschland GmbH (Busines Unit GPL),21821,0.008927326,0.027105518,0.009493671,0,0.013769363,0,0,4.38884453,3,0
Von Roll Schweiz AG,17749,0.006416516,0.050338819,0,0,0.030981067,0,0,4.386820083,3,0
CHEMICAL LAB d.o.o.,30925,0.01827312,0.019361084,0.009493671,0,0.012048193,0,0,4.382854046,3,0
Geo Organics LLC,35348,0.011438136,0.017424976,0.009493671,0,0.020654045,0,0,4.374592026,3,0
Duebi srl,29560,0.015343842,0.016456922,0.003164557,0,0.04302926,0,0,4.374412544,3,0
Wolfsakker Hout Texel,35210,0.009345794,0.012584705,0.009493671,0,0.027538726,0,0,4.372195451,3,0
Vinyl Kft.,17144,0.012275073,0.016456922,0.009493671,0,0.020654045,0,0,4.368036156,3,0
PYRSOS,18506,0.01046171,0.022265247,0.006329114,0,0.029259897,0,0,4.365165471,3,0
L'Erbolario srl,32964,0.009624773,0.01839303,0.012658228,0,0.008605852,0,0,4.362828336,3,0
Ilgazlar İnşaat,31606,0.011856605,0.022265247,0.006329114,0,0.027538726,0,0,4.348851686,3,0
Sappi Rockwell Solutions Ltd,29090,0.00781141,0.053242982,0,0,0.025817556,0,0,4.343597389,3,0
ORI Real Estate NO,23890,0.007532431,0.028073572,0.006329114,0,0.025817556,0,0,4.337000753,3,0
Tradium GmbH,32136,0.008229879,0.010648596,0.012658228,0,0.017211704,0,0,4.336154516,3,0
Magis pharma,18666,0.003905705,0.01839303,0.012658228,0,0.013769363,0,0,4.335050484,3,0
Maral Coatings BV,22941,0.009345794,0.053242982,0,0,0.024096386,0,0,4.334258077,3,0
PWG,1765,0.022318315,0.015488867,0.003164557,0,0.036144578,0,0,4.330499425,3,0
Petrofer Chemie H.R. Fischer GmbH & Co. KG,1830,0.004882131,0.011616651,0.006329114,0,0.04475043,0,0,4.328283396,3,0
INK SERVICE SRL,22075,0.001115916,0.005808325,0.018987342,0,0.003442341,0,0,4.315797445,3,0
LLC Gazpromneft-Snabzhenie,28620,0.014646394,0.040658277,0,0,0.030981067,0,0,4.314286909,3,0
TECNOKEM S.A.,1317,0.028734831,0.052274927,0,0,0.005163511,0,0,4.308663455,3,0
Kromax srl,30317,0.010740689,0.014520813,0.003164557,0,0.048192771,0,0,4.305625059,3,0
A&G PRODEXIM SRL,24463,0.005998047,0.027105518,0.006329114,0,0.027538726,0,0,4.297937354,3,0
DAW Russland,24673,0.004882131,0.03678606,0.006329114,0,0.018932874,0,0,4.295876073,3,0
COLORIFICIO CIRPA SRL,29719,0.008229879,0.024201355,0.009493671,0,0.015490534,0,0,4.294822551,3,0
PWSC International FZC,22622,0.002371321,0.002904163,0.015822785,0,0.017211704,0,0,4.28891634,3,0
MV Plastics LTD,33089,0.01046171,0.025169409,0.009493671,0,0.012048193,0,0,4.282699797,3,0
SMALTOCHIMICA SRL,22355,0.005021621,0.021297193,0.012658228,0,0.008605852,0,0,4.277878844,3,0
decopotterycolour Sweden HB,5174,0.003068768,0.062923524,0.003164557,0,0.006884682,0,0,4.276760073,3,0
Xeda International,24010,0.008090389,0.019361084,0.006329114,0,0.032702238,0,0,4.273508331,3,0
Zebra Singular Unipessoal Lda,32945,0.009764263,0.013552759,0.009493671,0,0.024096386,0,0,4.269404542,3,0
ARAL CHEMICALS & TRADE CO.LTD.,27812,0.008508858,0.029041626,0.006329114,0,0.022375215,0,0,4.262107738,3,0
Cocoon Holland,16517,0.00251081,0.006776379,0.018987342,0,0,0,0,4.26182785,3,0
Elaborats Milà S.L.,33075,0.007532431,0.030009681,0.006329114,0,0.022375215,0,0,4.261689134,3,0
REALCOLOR SRL,30927,0.002092342,0.014520813,0.015822785,0,0.005163511,0,0,4.253390281,3,0
ic creative srl,19796,0.005579579,0.012584705,0.015822785,0,0.003442341,0,0,4.244888176,3,0
Scigrip Adhesives,20039,0.003626726,0,0.018987342,0,0.005163511,0,0,4.236980223,3,0
Engwall o. Claesson AB,6046,0.006556005,0.028073572,0.009493671,0,0.012048193,0,0,4.232622673,3,0
ASTRA SA,21303,0.00251081,0.026137464,0.012658228,0,0.005163511,0,0,4.222234836,3,0
Hellichem Ltd,7090,0.00516111,0.039690223,0,0,0.039586919,0,0,4.221912605,3,0
ROQUETTE,17383,0.006695494,0.035818006,0.003164557,0,0.029259897,0,0,4.221581244,3,0
Cathay Industries Europe N.V.,27841,0.004045195,0.025169409,0.009493671,0,0.017211704,0,0,4.220049579,3,0
DBP,6054,0.003208258,0.011616651,0.012658228,0,0.018932874,0,0,4.219534703,3,0
FLAUREA CHEMICALS SA,20428,0.003487237,0.037754114,0.009493671,0,0.005163511,0,0,4.218977284,3,0
intelligent fluids GmbH,20321,0.000836937,0,0.003164557,0.016393443,0.005163511,3.33E-05,0,4.214954584,3,0
Sintigraf II SA,31776,0.005440089,0.066795741,0,0,0.012048193,0,0,4.21420113,3,0
BASAR POLYESTER - HUSEYIN KECICI,15506,0.003068768,0.005808325,0.015822785,0,0.012048193,0,0,4.210821279,3,0
Bussetti & CO GmbH,34766,0.01841261,0.007744434,0.006329114,0,0.032702238,0,0,4.208786838,3,0
Wood Class Design,32155,0.006556005,0.009680542,0.003164557,0,0.055077453,0,0,4.198611382,3,0
THANH PHUONG CHEMICALS COMPANY LIMITED,11414,0.001115916,0,0.018987342,0,0.006884682,0,0,4.197498221,3,0
System Consultancy & Operation,27789,0.003905705,0.038722168,0,0,0.04130809,0,0,4.196798153,3,0
Altmann GmbH Bauteile für Mess- und Regeltechnik,23614,0.011438136,0.033881897,0.003164557,0,0.025817556,0,0,4.18979088,3,0
Eazymix,24973,0.003347747,0.003872217,0.012658228,0,0.025817556,0,0,4.183521571,3,0
Virtasen Maalitehdas Oy,33842,0.0053006,0.020329138,0.006329114,0,0.032702238,0,0,4.182421573,3,0
Limax-Italia,24152,0.004882131,0.01839303,0.009493671,0,0.022375215,0,0,4.181253005,3,0
Aksanlar dış ticaret gıda inş mobilya kimya sanayi ve ticaret ltd. şti,25896,0.008369368,0.030977735,0.006329114,0,0.018932874,0,0,4.179821646,3,0
Fasada Doo,23760,0.008508858,0.035818006,0.006329114,0,0.013769363,0,0,4.170634113,3,0
VB Chemicals,30227,0.011298647,0.010648596,0.006329114,0,0.036144578,0,0,4.170413864,3,0
AMT Dystrybucja,23358,0.006137537,0.014520813,0.012658228,0,0.012048193,0,0,4.166972697,3,0
IQbloc Malta Ltd,22728,0.005579579,0.014520813,0.006329114,0,0.037865749,0,0,4.164129816,3,0
DiKoM Enterprises SMPC,31258,0.007253452,0.030009681,0.006329114,0,0.020654045,0,0,4.161681668,3,0
CCm Technologies,19196,0.004742642,0.044530494,0.006329114,0,0.008605852,0,0,4.159772166,3,0
Suryam Gruh Udhyog,28333,0.006556005,0.011616651,0.006329114,0,0.039586919,0,0,4.153801518,3,0
"UNI - TECH, s. r. o.",30618,0.011577626,0.020329138,0.006329114,0,0.025817556,0,0,4.152038798,3,0
S.T.T.S. SAS,17851,0.007253452,0.028073572,0.006329114,0,0.022375215,0,0,4.150934766,3,0
SanderStrothmann GmbH,1253,0.007392942,0.031945789,0.003164557,0,0.030981067,0,0,4.148901289,3,0
Dió 896 Kft.,29331,0.011717115,0.025169409,0.006329114,0,0.020654045,0,0,4.142851265,3,0
LUYTEN SA,33954,0.007113963,0.016456922,0.003164557,0,0.046471601,0,0,4.135035651,3,0
Mauermann-Arzneimittel KG,29015,0.008787837,0.013552759,0.009493671,0,0.022375215,0,0,4.134524708,3,0
Jokisch GmbH,29620,0.015064863,0.034849952,0,0,0.032702238,0,0,4.130852586,3,0
Limbs & Things Ltd,5755,0.009345794,0.026137464,0.003164557,0,0.034423408,0,0,4.128244693,3,0
Buck-Chemie GmbH,15504,0.013530478,0.021297193,0.006329114,0,0.022375215,0,0,4.125967097,3,0
BCD Chemie GmbH,1176,0.008090389,0.029041626,0.003164557,0,0.032702238,0,0,4.124624044,3,0
ABC LEATHER SL,32684,0.005579579,0.056147144,0,0,0.020654045,0,0,4.119038387,3,0
Trio Verde SRL,30790,0.01311201,0.023233301,0.006329114,0,0.020654045,0,0,4.115790578,3,0
PREART S.R.L.,5632,0.011019668,0.033881897,0.006329114,0,0.012048193,0,0,4.113310693,3,0
MEXOCHEM CORPORATIVO,6687,0.009206305,0.015488867,0.012658228,0,0.006884682,0,0,4.110638264,3,0
CDM GALVAN SRL,25043,0.004463663,0.011616651,0.012658228,0,0.015490534,0,0,4.110187924,3,0
"GRANULADOS TÉCNICOS SOSTENIBLES, S.L.",16079,0.003347747,0.046466602,0.006329114,0,0.006884682,0,0,4.100774333,3,0
"KHIMKONTAKT PLYUS, TOV",25647,0.001952853,0.038722168,0,0,0.04130809,0,0,4.099155525,3,0
AGROFERTI TRACTAMENTS I SERVEIS SL,32006,0.014227926,0.025169409,0.006329114,0,0.017211704,0,0,4.096274747,3,0
Fasants B.V.,32054,0.007671921,0.024201355,0.009493671,0,0.012048193,0,0,4.094807618,3,0
Anorgachim S.A.,29352,0.011717115,0.01839303,0.009493671,0,0.013769363,0,0,4.092709604,3,0
Paul Leibinger GmbH,35238,0.005998047,0.024201355,0,0,0.051635112,0,0,4.091725715,3,0
EDICHEM SA,21107,0.006137537,0.013552759,0.009493671,0,0.024096386,0,0,4.088068233,3,0
Starling Supplies Ltd,28574,0.008648347,0.011616651,0.006329114,0,0.036144578,0,0,4.08630158,3,0
IRSA Lackfabrik Irmgard Sallinger GmbH,22775,0.000557958,0,0.018987342,0,0.005163511,0,0,4.083541808,3,0
PR Industrie,12681,0.003766216,0.004840271,0,0.016393443,0.006884682,0.000276578,0,4.080904755,3,0
IPM Italia,19249,0.006137537,0.054211036,0.003164557,0,0.008605852,0,0,4.080632613,3,0
Revol Limited,33976,0.004045195,0.007744434,0.012658228,0,0.018932874,0,0,4.067770701,3,0
Paint and Coatings Factory JSC,23978,0.008229879,0.048402711,0.003164557,0,0.012048193,0,0,4.066950491,3,0
"""18 vek"" LLC",34463,0.006556005,0.005808325,0.009493671,0,0.030981067,0,0,4.066004048,3,0
Lanit AG,19867,0.0053006,0.011616651,0.012658228,0,0.013769363,0,0,4.065976245,3,0
Gr3n Italia,35130,0.013809457,0.023233301,0.006329114,0,0.018932874,0,0,4.064604425,3,0
Bomix Chemie Gmbh,862,0.006695494,0.026137464,0.009493671,0,0.010327022,0,0,4.056733205,3,0
IN Holding,22756,0.006416516,0.01839303,0.006329114,0,0.030981067,0,0,4.055353419,3,0
GENTAS KIMYA SANAYIVE TIC.PAZ.A.S,19266,0.006137537,0.017424976,0.012658228,0,0.006884682,0,0,4.05400527,3,0
DuraPol Limited,23265,0.007671921,0.041626331,0.003164557,0,0.018932874,0,0,4.044467702,3,0
Polystone Chemical GmbH,29143,0.009485284,0.032913843,0.003164557,0,0.025817556,0,0,4.043745541,3,0
GIRALDI GIORGIO,34817,0.007253452,0.01839303,0.009493671,0,0.017211704,0,0,4.041643494,3,0
Univar solutions S.p.A,20361,0.017575673,0.027105518,0,0,0.036144578,0,0,4.041288463,3,0
Kaesler Nutrition GmbH,33367,0.013948947,0.008712488,0.006329114,0,0.032702238,0,0,4.034006399,3,0
Northeastwashingtoncarsales Limited,33628,0.010182731,0.019361084,0.006329114,0,0.025817556,0,0,4.033891353,3,0
Maclin Sourcing Solutions,32575,0.010740689,0.016456922,0.009493671,0,0.015490534,0,0,4.033141389,3,0
PROCHIMA SRL,11480,0.000278979,0.000968054,0.018987342,0,0.003442341,0,0,4.031937051,3,0
Eminada İnşaat Sanayi ve Ticaret LTD. ŞTİ.,22983,0.006974473,0.005808325,0.012658228,0,0.017211704,0,0,4.031370702,3,0
Love Nature UA,20648,0.006695494,0.047434656,0.003164557,0,0.013769363,0,0,4.027887092,3,0
Pinturas y Recubrimientos Ursan  S.L,13750,0.0026503,0.005808325,0.015822785,0,0.008605852,0,0,4.017780819,3,0
JBC Delights,18939,0.007671921,0.020329138,0.012658228,0,0.00172117,0,0,4.01775705,3,0
Tek Lacke Chemie S.L.,23263,0.004882131,0.032913843,0.006329114,0,0.017211704,0,0,4.016206711,3,0
Lipovitac OÜ,15143,0.003905705,0.009680542,0.015822785,0,0.003442341,0,0,4.015986363,3,0
Laboratoire medident,35750,0.006416516,0.047434656,0.003164557,0,0.013769363,0,0,4.013938145,3,0
Puraffinity Ltd,23482,0.005998047,0.030009681,0.006329114,0,0.018932874,0,0,4.012852887,3,0
pharm2farm,25242,0.00516111,0.034849952,0.003164557,0,0.027538726,0,0,4.010400806,3,0
Noho GmbH,33888,0.010740689,0.030977735,0.003164557,0,0.025817556,0,0,4.009710381,3,0
MADIA Construct SRL,24200,0.010043242,0.042594385,0,0,0.027538726,0,0,4.008817668,3,0
Mekz Limited,19278,0.007671921,0.042594385,0.003164557,0,0.017211704,0,0,4.006811893,3,0
"KOST USA, Inc.",23184,0.005719068,0.023233301,0.006329114,0,0.025817556,0,0,4.004319045,3,0
Storms AS,21318,0.006416516,0.039690223,0.006329114,0,0.008605852,0,0,4.001452294,3,0
DB German Solution GmbH,11449,0.009624773,0.044530494,0,0,0.025817556,0,0,3.998641149,3,0
ljekarna Salus,23629,0.010182731,0.041626331,0.003164557,0,0.015490534,0,0,3.997891184,3,0
Ledil Oy,27938,0.005719068,0.048402711,0,0,0.025817556,0,0,3.996966735,3,0
CIRON S.A.,30973,0.006556005,0.040658277,0,0,0.032702238,0,0,3.99582597,3,0
INNOTUBE SRL Romania,35501,0.007532431,0.028073572,0.006329114,0,0.018932874,0,0,3.992766674,3,0
Kartli,32470,0.006137537,0.020329138,0,0,0.053356282,0,0,3.991147866,3,0
TUBAN,34342,0.005998047,0.060019361,0,0,0.013769363,0,0,3.98933857,3,0
BRAM SAS,23905,0.000278979,0,0.018987342,0,0.003442341,0,0,3.983534341,3,0
Hologic,24263,0.005579579,0.033881897,0.003164557,0,0.027538726,0,0,3.982921516,3,0
EUROPLASTIC SRL,23404,0.008927326,0.015488867,0.009493671,0,0.017211704,0,0,3.980129043,3,0
Novo Nordisk,23585,0.007671921,0.024201355,0.006329114,0,0.022375215,0,0,3.978247344,3,0
Heson GmbH,31140,0.005440089,0.015488867,0.009493671,0,0.020654045,0,0,3.977884247,3,0
Ventilation Systems AT,34648,0.011996094,0.023233301,0.006329114,0,0.018932874,0,0,3.973936271,3,0
AquaServ Limited,29219,0.006277026,0.035818006,0.006329114,0,0.012048193,0,0,3.972984018,3,0
ECT Water Sanitation and Education AB,32278,0.014227926,0.010648596,0.006329114,0,0.029259897,0,0,3.972643727,3,0
